id,date,tweet
947000715611840512,2017-12-30 07:05:39+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった 優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」 MEIGEN518
946980759704805376,2017-12-30 05:46:21+00:00,"教会も意外と近くにあって、此処で葬儀をした～
道中ガサゴソって音がするし、近くで発砲音はするし…(;´д｀)猪か鹿か…"
946972030833909761,2017-12-30 05:11:40+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
946971831507984384,2017-12-30 05:10:53+00:00,象徴的な出来事として、現代アートの原点の一人とされる画家ギュスターヴ・クールベの1855年パリ万博における「オルナンの葬儀」を巡る事件があります。
946971597943881728,2017-12-30 05:09:57+00:00,葬儀をするな
946953753336434688,2017-12-30 03:59:03+00:00,嶺国の巫女、しかも工作員の葬儀をアルクス・プリーマで行うなど……
946947233789853697,2017-12-30 03:33:08+00:00,"今日は、遠方の斎場ホールで、葬儀を勤めています。遠方なので、このまま寺へは戻らず、還骨まで ここで待ちます。
今、隣で、火葬中で、私は控え室でお膳をいただいていますが。
いろいろ思うところもあり、食が進みません。
でも、後でお伝えしなきゃならない務めもあるし、しっかり食べなきゃと。"
946940282372636674,2017-12-30 03:05:31+00:00,死者を愚弄してはいけない　葬儀を執り行おう！！
946927344085753857,2017-12-30 02:14:06+00:00,"阿闍梨（惟光の兄）
病の母（大弐の乳母）の世話をしていた一人。
夕顔の葬儀をつとめた。"
946911950239232000,2017-12-30 01:12:56+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946898156561752067,2017-12-30 00:18:07+00:00,京都で事件が起こると・紅葉が推理し・大村崑が葬儀を取り仕切り・藤田まことが変な所に出張・お宮さんが昔の事件と関連付け・船越が「我慢の限界」とか言って副所長の職務を放棄・メイド刑事がキューティ☆クリーナーを武器に大立ち回り・名取が主婦の勘で裁判にかけ・橋爪が「ちがーう」とか言う。
946871861467496448,2017-12-29 22:33:38+00:00,【「それから八月十一日、広沢高俊、急性心不全ーー誰だ、これは?」静信は首を傾げた。少なくとも静信には聞き覚えのない名前だった。葬儀を依頼された覚えもないから檀家ではない。住所は中外場、年齢は二十八歳。】(第二部一章)
946869757428383745,2017-12-29 22:25:16+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946827972148785152,2017-12-29 19:39:14+00:00,叔父の葬儀を終えて夜帰宅してからやっと来年の年賀状作成を開始。叔父叔母の場合は喪中にしなくてもいいそうで。こんなギリギリなのにインクジェット写真用でフルカラーでフチなし印刷だから、プリンターが全然サクサク動かない。しかも多分インク足りなくなりそう。年内に投函できるんだろうか（汗）
946807171408265216,2017-12-29 18:16:35+00:00,"火葬ー荼毘に付す
花葬ー花の養分とする
菓葬ー甘味に調理する
夏葬ー夏に執り行う
仮葬ー死後自分の魂が手違いで悪しきものにならぬよう生前から納得の行く葬儀の演習をし浄土へ導かれる手筈を整える
過葬ー心の整理がつかない遺族が様々な葬儀を繰り返したため慰霊の意が余剰し死者の魂が呪いと化す"
946801613871595520,2017-12-29 17:54:30+00:00,"中毒死した新入部員の葬儀を終えた生き辛倶楽部一行は、除夜の鐘代わりに108の鬱エピソードを語り合うことを思いつく。
語り合いも佳境に入る100つ目の鬱エピソードの終わりで、部員達は思わぬ展開を迎え……？"
946790831653994496,2017-12-29 17:11:39+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
946769031201038337,2017-12-29 15:45:01+00:00,「パキスタン人の彼氏が住職をクビになりました。アナーキー過ぎる葬儀をしてしまって……木魚のＢＧＭとして倖田來未版キューティーハニーのカラオケをかけて読経を敢行してしまって……下のURLはその動画です。彼は国に帰ってしまい、私は欲求不満です」……やばいこのスパム。リンク踏みそう。
946730207494279168,2017-12-29 13:10:45+00:00,象徴的な出来事として、現代アートの原点の一人とされる画家ギュスターヴ・クールベの1855年パリ万博における「オルナンの葬儀」を巡る事件があります。
946729780807745536,2017-12-29 13:09:03+00:00,"録りためていた『ドキュメント72時間』観てる。4月21日放送「都会の小さいお葬式」。新横浜のビルで小規模に葬儀をとり行う。
画面から故人と残された人の感情が強く伝わってくる。最期の時は人生が凝縮されているのだと実感。生と死は一対である。向かいあう強さをもちたい。"
946710554223067136,2017-12-29 11:52:39+00:00,"昨年の今頃父の葬儀、今年全く同じ日に母の葬儀をやり...なもんでとうとう帰るところがなくなりお正月は仕事入れた！でも楽しい家族がいてくれるのでどんな事も頑張れるよ。今年一年お疲れ様！←自分を励ましてみた
(*'▽'*)"
946709565600493570,2017-12-29 11:48:44+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946705271216267265,2017-12-29 11:31:40+00:00,笑ってはいけない葬儀を聞かされてて認知症の恐ろしさをじっかんした
946699466337161216,2017-12-29 11:08:36+00:00,"♪
Who'll be the parson?
誰が葬儀を取り仕切るの？　　♪
I, said the Rook.
「それはわたし」と烏が言った
　　　　　　　♬"
946698791876358145,2017-12-29 11:05:55+00:00,"この二ヶ月で立て続けに祖父母が亡くなりました

通夜と葬儀を無事に終わらせて新年を迎えたいと思います"
946697780780605440,2017-12-29 11:01:54+00:00,"人間は本能的に－自分自身が目の前に現れると、例えようのない恐怖に襲われる。
何故自分と言う存在は、死に直結するのか。
それはさ、きっと－。
人間が死んだら、そうなってしまうからなんじゃないのかな－。
よく言うでしょ、死後の世界で・・・自分の葬儀を上から眺めていたとか。"
946682838824316928,2017-12-29 10:02:31+00:00,"クリスティブーム続行中 _(:3」∠)_春にして君を離れ→ゼロ時間へ→終りなき夜に生れつく、の流れキメて完全に独特のアレにやられた……この3作、私の中では広い意味では同じテーマ（好き）含まれててほんと震える。
今日は葬儀を終えて、読んだけどほんとエゴを描く天才だなぁ…"
946682482484637697,2017-12-29 10:01:06+00:00,"光「今朝、金魚が一匹死んでいてもの凄く悲しい思いをしているから、全刀剣男子を一週間休みにして本丸を挙げての葬儀を執り行って欲しいな…。」
倶「お前のメンタルは豆腐か。」"
946670651137441792,2017-12-29 09:14:06+00:00,"阿闍梨（惟光の兄）
病の母（大弐の乳母）の世話をしていた一人。
夕顔の葬儀をつとめた。"
946660803263938560,2017-12-29 08:34:58+00:00,親の葬儀を抜け出してベリーズ工房のコンサートに行くのが当面の目標です　(大阪府・ジゴロ田中)
946639839146909696,2017-12-29 07:11:40+00:00,笑：「パキスタン人の彼氏が住職をクビになりました。アナーキー過ぎる葬儀をしてしまい…木魚のＢＧＭとして倖田來未版キューティーハニーのカラオケをかけて読経を敢行してしまって…下のURLはその動画です。彼は国に帰ってしまい、私は欲求不満です」…やばいこのスパム。リンク踏みそう
946599453250682880,2017-12-29 04:31:11+00:00,一般的な葬儀社とは、葬儀を行う期間のみ関わり でも素晴らしい葬儀をやってくれますよね？ でも、 おぼうさんどっとこむのお葬式は、 葬儀の事前相談から施行・寺院手配はもちろん、 その後の法事もずーーーーーっと一緒。 0120-056-594に電話するだけで、安心です。
946583749000536064,2017-12-29 03:28:47+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946579445418115072,2017-12-29 03:11:41+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
946549429116461056,2017-12-29 01:12:24+00:00,"旦那が入院して一人きりの寂しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人がいた。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませた後、ツイッターを見ると、DMが１通。
「ありがとう。元気でな。お前。」"
946520436317208576,2017-12-28 23:17:12+00:00,"テレビ「羽鳥慎一モーニングショー 葬儀界に新風 ドライブスルー葬儀」を見た。
車に乗ったまま、故人に手を合わせるという、ドライブスルー葬儀。
受付の人に差し出されて、車窓からお焼香。
“真心が無さすぎる”とか、“今の時代だから、いいんじゃない？”と、賛否両論。
葬儀までも、多様性の時代。"
946484893369876480,2017-12-28 20:55:58+00:00,おまいらもよく知っているあの人、先月上旬のつぶやきで親戚のじいちゃんのことにほんのり触れていた。東京で葬儀を挙げたんじゃ無かったのか。
946433351707066368,2017-12-28 17:31:09+00:00,"AIBOと言うペットロボットを覚えているか？
ソニーが世紀末に発売した奴だ。
まぁ、当たり前だが、修理のサポートは終了し、壊れる…いや死ぬAIBOが増えてきている。

そこで、千葉県にある興福寺と言う寺が、AIBOの葬儀を行っているらしい。
私は機械の神として、とても嬉しく想う。"
946428550936068096,2017-12-28 17:12:04+00:00,"私の身内は幸にみんな元気で、私が記憶する中では一度も葬儀を行う場面に出会ってない。
だからまだ少しでも後悔なく接する努力ができるから、がんばる。"
946415862440800256,2017-12-28 16:21:39+00:00,ジョージくん…葬儀を終えて 見たいな…
946413919026888707,2017-12-28 16:13:56+00:00,"阿闍梨（惟光の兄）
病の母（大弐の乳母）の世話をしていた一人。
夕顔の葬儀をつとめた。"
946404902695157762,2017-12-28 15:38:06+00:00,"義父の葬儀を終えて先ほど帰宅。喪失感は確かにあるが、それをある程度カバーできるような、賑やかな精進落としだった。
年始のご挨拶は失礼します。皆さま良い新年をお迎えください。"
946404191555108865,2017-12-28 15:35:17+00:00,手段を失ったNASAはテキサス州を閉鎖して自分たちは他州に移った。スペースシャトルは液体燃料を求めて騒ぎ立てたが次の日にはひっくり返って動かなくなった。憑き物が去ったのだろう。NASAの人々はすぐに葬儀を済ませて埋めてしまった。
946398247291011077,2017-12-28 15:11:40+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
946382940728016898,2017-12-28 14:10:50+00:00,象徴的な出来事として、現代アートの原点の一人とされる画家ギュスターヴ・クールベの1855年パリ万博における「オルナンの葬儀」を巡る事件があります。
946382367693799424,2017-12-28 14:08:34+00:00,"♪
Who'll be the parson?
誰が葬儀を取り仕切るの？　　♪
I, said the Rook.
「それはわたし」と烏が言った
　　　　　　　♬"
946363758510669824,2017-12-28 12:54:37+00:00,"先日曾祖母が亡くなりまして、葬儀を31日に執り行うことになりまして
コミケに持っていくお土産とか差し入れもバッチリ用意してたりしたので、少なからず凹んでます"
946347986640027648,2017-12-28 11:51:56+00:00,旦那が入院して一人きりの淋しさを 紛らすためにツイッターを始めた。 そんな私を初めてフォローしてくれた人。 とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、 DMが一通。 「ありがとう。元気でな。お前」
946342476259868672,2017-12-28 11:30:03+00:00,皇帝の死は悲しみを持って受け止めるべき事実だ。しかし、この葬儀を持つために帝国全国民がひとつになれたことは喜ばしいことではないか？
946340979841277952,2017-12-28 11:24:06+00:00,"今年最後の葬儀を始めよう
ってなんか書くのダサく感じたから英語で書かせていただいた！
自己満ᕕ( ᐛ )ᕗ"
946319653323677696,2017-12-28 09:59:21+00:00,「パキスタン人の彼氏が住職をクビになりました。アナーキー過ぎる葬儀をしてしまって…木魚のＢＧＭとして倖田來未版キューティーハニーのカラオケをかけて読経を敢行してしまって…下のURLはその動画です。彼は国に帰ってしまい私は欲求不満です」ってスパム。正直リンクを踏んでも本望だと思った
946317807079145474,2017-12-28 09:52:01+00:00,葬儀をしてこんなことで死者が生き返るのか！って怒鳴る人に対して言えることは、御心が休まりますとしか言えない
946313115938865152,2017-12-28 09:33:23+00:00,母は、父の葬儀を終えると「これで私の役目は終わった」と言い、各方面の届け出を済ますと「これで私の役目は終わった」と言い、四十九日を、納骨を、喪中葉書の発送を済ますたび「私の役目はry」と言う。今日は実家の名義変更のための準備をして、「これが済めば私の以下略」とのたまった。
946282869076377600,2017-12-28 07:33:11+00:00,火星で無くなって火星で葬儀をしても「火葬」って成るんだろうか？
946250599858708480,2017-12-28 05:24:58+00:00,葬儀を終えて父が発したなかで一番グッときた一言「Photoshop…いいな、ほしい」
946248805514489856,2017-12-28 05:17:50+00:00,京都で事件が起こると・紅葉が推理し・大村崑が葬儀を取り仕切り・藤田まことが変な所に出張・お宮さんが昔の事件と関連付け・船越が「我慢の限界」とか言って副所長の職務を放棄・メイド刑事がキューティ☆クリーナーを武器に大立ち回り・名取が主婦の勘で裁判にかけ・橋爪が「ちがーう」とか言う。
946245427300483072,2017-12-28 05:04:24+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946237092413059072,2017-12-28 04:31:17+00:00,一般的な葬儀社とは、葬儀を行う期間のみ関わり でも素晴らしい葬儀をやってくれますよね？ でも、 おぼうさんどっとこむのお葬式は、 葬儀の事前相談から施行・寺院手配はもちろん、 その後の法事もずーーーーーっと一緒。 0120-056-594に電話するだけで、安心です。
946232405282533376,2017-12-28 04:12:40+00:00,亡くなった兄弟子千代の富士の葬儀を冷遇した報いなんじゃないかと考えてしまうねw
946230114273992705,2017-12-28 04:03:34+00:00,天正４年（１５７６年）４月１６日、武田氏は祖父信玄の葬儀を執行。仏事は速伝宗販・藍田恵青・高山玄寿・快川紹喜・鉄山宗鈍・大円智円らの手で営まれました。この後ただちに予修法要に移り、２６日には七回忌法要を繰り上げて執り行いました。ここに武田氏は初めて祖父の死を内外に公表したのです。
946229653861101568,2017-12-28 04:01:44+00:00,葬儀を終えたので冬休みスタート。(´◉◞౪◟◉)
946217055556050945,2017-12-28 03:11:40+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
946205137684463617,2017-12-28 02:24:19+00:00,【葬儀豆知識】「シャニダール遺跡」　ネアンデルタール人の墓地があり、埋葬された人骨の周囲から花粉が発見されたことで有名。どうやら、死者に対して花を手向けていた跡のようである。人ははるか昔から、仲間が死ぬと葬儀を行ってきたということが推定される。
946189229645639680,2017-12-28 01:21:06+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946185547432603648,2017-12-28 01:06:28+00:00,皆さんご存知、埴輪。昔は身分の高い人物が亡くなると、その近辺の人々まで一緒に埋葬していました。これはよくないと、代わりに人形を埋めるようになるのですが、その役目を担っていたのが野見宿禰。土師氏の祖と言われている人物です。土師氏は代々皇族の葬儀を司りました。後の菅原氏です。
946172112703692800,2017-12-28 00:13:05+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946165415465455616,2017-12-27 23:46:28+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
946160993091985408,2017-12-27 23:28:54+00:00,もちろん仇は討ちたい。けれど喪中は庶民でさえ無闇には動かないもの。まして我が天王の葬儀をなおざりにしてはなりません。
946157744460984321,2017-12-27 23:15:59+00:00,恭颯と宗颯はわりと東京デートのイメージがあるけど、愁は東京に出てくるイメージがないかもしれない。愁颯も東京デートしてほしいけど、でも島の誰かが亡くなると必ず葬儀をしなきゃならないから遠出は難しいのか…
946157299160117249,2017-12-27 23:14:13+00:00,"阿闍梨（惟光の兄）
病の母（大弐の乳母）の世話をしていた一人。
夕顔の葬儀をつとめた。"
946143222010560512,2017-12-27 22:18:17+00:00,クリスマスイブの夜、15年間育ててきた愛犬が旅立ちました‥25日に葬儀をすませましたが、これまでの関わりが強すぎて随所に思い出があり、そのたびに悲しみが襲ってきます😣年末年始は何かとバタバタするのでそのどさくさに紛れて復活出来ますように🙏💦💦
946139514518437888,2017-12-27 22:03:33+00:00,【「それから八月十一日、広沢高俊、急性心不全ーー誰だ、これは?」静信は首を傾げた。少なくとも静信には聞き覚えのない名前だった。葬儀を依頼された覚えもないから檀家ではない。住所は中外場、年齢は二十八歳。】(第二部一章)
946137121605087233,2017-12-27 21:54:02+00:00,「パキスタン人の彼氏が住職をクビになりました」「アナーキー過ぎる葬儀をしてしまって…木魚のＢＧＭとして…倖田來未版キューティーハニーのカラオケをかけて読経を敢行してしまって「下のURLはその動画です」「彼は国に帰ってしまい、私は欲求不満です」……やばいこのスパム。リンク踏みそう
946132468586856448,2017-12-27 21:35:33+00:00,先月にLake Mead Blvd&amp;Hollywoodの路上で40歳のホームレス男性が死亡。男性は決して住民らに直接物乞いをすることなく、草むしりなどの仕事がないか聞いて回っていたという。男性の叔父によると男性は精神分裂病で、親も兄弟も薬で亡くしたという。住民らが金曜に教会で男性の葬儀を行う予定。
946066763610853376,2017-12-27 17:14:28+00:00,「だって、リチャードは殺されたんでしょう？」(コーラ・ランスケネ/葬儀を終えて)
946041776577449984,2017-12-27 15:35:10+00:00,スペースシャトルが長い故障の末、ついに完全に動かなくなった。NASAが葬儀を上げようと僧を待っていると動かなくなったはずのスペースシャトルが突然飛び上がった。NASAの人々は慌てて取り押さえようとするが、大変力が強く男数人を引きずりまわすほどだった。
946039431949008896,2017-12-27 15:25:51+00:00,この記事の「人としての最低限の礼儀」って、なんだろうなって思うけど、乙氏が同じ言葉を使うシュールさよ。葬儀を見世物にした取材陣に礼儀がないのは同意だけど。
946035542927351813,2017-12-27 15:10:24+00:00,象徴的な出来事として、現代アートの原点の一人とされる画家ギュスターヴ・クールベの1855年パリ万博における「オルナンの葬儀」を巡る事件があります。
946005665675280384,2017-12-27 13:11:41+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
945994637818216448,2017-12-27 12:27:52+00:00,"【レオポルド2世】
ベルギー王。スキャンダルや残虐なコンゴ支配で内外の支持を完全に失う。簡素な葬儀を望んだが、甥のアルベール1世が「先王を粗末に扱った」という批判を恐れて盛大な国葬を挙行。案の定、葬列では群衆から棺に罵声や唾が浴びせられた。享年74歳"
945969400087134209,2017-12-27 10:47:34+00:00,"昨日　無事に母の葬儀を終えることができました。
みなさまありがとうございました。"
945969400066097152,2017-12-27 10:47:34+00:00,"昨日　無事に母の葬儀を終えることができました。
みなさまありがとうございました。"
945969400057700352,2017-12-27 10:47:34+00:00,"昨日　無事に母の葬儀を終えることができました。
みなさまありがとうございました。"
945950806624178176,2017-12-27 09:33:41+00:00,【「それから八月十一日、広沢高俊、急性心不全ーー誰だ、これは?」静信は首を傾げた。少なくとも静信には聞き覚えのない名前だった。葬儀を依頼された覚えもないから檀家ではない。住所は中外場、年齢は二十八歳。】(第二部一章)
945946016863285248,2017-12-27 09:14:39+00:00,[この奴隷の葬儀を頼みたいの。…私が唯一…いえ、なんでもないわ。]
945922009757712384,2017-12-27 07:39:16+00:00,葬儀を取材するのはまあいいとして、せめて黒スーツくらい着て来いと
945913237198987264,2017-12-27 07:04:24+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
945900566013603840,2017-12-27 06:14:03+00:00,"阿闍梨（惟光の兄）
病の母（大弐の乳母）の世話をしていた一人。
夕顔の葬儀をつとめた。"
945898316361019392,2017-12-27 06:05:07+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。。そんな私を初めてフォローしてくれた人。。とても優しかった。。長い夫婦生活でもなかった優しい会話だった。。やがて旦那が亡くなったヨ。。葬儀を済ませツイッターを見ルと、DMが一通。。『ありがとウ。。元気でな。。お前』
945889900888338432,2017-12-27 05:31:40+00:00,叔父上の葬儀を営んでおる　騒ぎ立てるでない
945888287398301696,2017-12-27 05:25:16+00:00,"ブラック企業。長時間労働で社員が過労死、過労死した社員の葬儀で社長が弔問客、特に会社関連の人に名刺を渡す。社員の葬儀を利用して名刺配りして自分の宣伝する社長の神経がわからん
＃今年のブラック企業"
945886905371049984,2017-12-27 05:19:46+00:00,菩提寺がない喪家の葬儀で僧侶を紹介してきたが、最近は仏式での葬儀を希望なのか？と質問する様にしています。葬儀＝仏式というのが、何となく成り立たなくなりつつある様に思えるから...　僧侶には生きている内に出会った方が良いというか、筋道としてはそちらの方が良いと個人的には思う。
945883102651412480,2017-12-27 05:04:39+00:00,トーマス・ベルンハルト『消去』下巻（池田信雄訳、みすず書房、2004年刊）読了。上巻では両親と兄の事故死の報せを受け取った主人公が、故郷の地に赴き葬儀を済ませるまでの様子がこの巻では語られる。この上下巻のくどくどとしたモノローグの記述はベルクソン的な意識の流れを思わせないこともない。
945874739272212480,2017-12-27 04:31:26+00:00,一般的な葬儀社とは、葬儀を行う期間のみ関わり でも素晴らしい葬儀をやってくれますよね？ でも、 おぼうさんどっとこむのお葬式は、 葬儀の事前相談から施行・寺院手配はもちろん、 その後の法事もずーーーーーっと一緒。 0120-056-594に電話するだけで、安心です。
945873383752843264,2017-12-27 04:26:02+00:00,主が死んだ。主の遺体は回収され、葬儀を執り行ったそうだが俺達は参加できなかった。出来るとも思っていなかった。本丸はこのまま主の力が消えるまで置かれるという。良かった。新しい主なんて欲しくない。
945833763073748994,2017-12-27 01:48:36+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
945827083569152000,2017-12-27 01:22:03+00:00,身内に不幸があった先輩が、葬儀を終え職場に復帰し、悲しみをおくびにも見せず、健気に頑張っている朝、勤務を終える。よい働きが出来たか、今日は少し気になりますね。皆様、よき一日を。寒いのでお身体などお気をつけください🙂
945824894931017728,2017-12-27 01:13:22+00:00,京都で事件が起こると・紅葉が推理し・大村崑が葬儀を取り仕切り・藤田まことが変な所に出張・お宮さんが昔の事件と関連付け・船越が「我慢の限界」とか言って副所長の職務を放棄・メイド刑事がキューティ☆クリーナーを武器に大立ち回り・名取が主婦の勘で裁判にかけ・橋爪が「ちがーう」とか言う。
945824470907863040,2017-12-27 01:11:41+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
945813436197306368,2017-12-27 00:27:50+00:00,"【ナウ・ニハール・シング】
シク王。父を廃位・投獄して即位する。その1年後に父が死去し、葬儀を終えて城に帰還した際、門を修理していた石工が落とした岩が頭に激突して死亡。享年19歳"
